"NeuronUID","SampleID","NeuronID","Neuron_Type","Soma_Region_Auto","Soma_Region_Refined","Soma_Region_Source","Soma_Side","Soma_Side_Inferred","Soma_NII_X","Soma_NII_Y","Soma_NII_Z","Soma_Phys_X","Soma_Phys_Y","Soma_Phys_Z","Total_Length","Terminal_Count","N_Ipsilateral","N_Contralateral","N_Laterality_Unknown","Laterality_Index","Soma_Side_Final","Soma_Region_Final","gou_auto","gou_cog","gou_emo","gou_memory","gou_motor","gou_sens"
"251637::101.swc","251637","101.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",206.3316,180.2552,97.088,51582.9,45063.8,24272,34.512,1,1,0,0,0,"R","IDD5",0,0,0,0,0,0
"251637::102.swc","251637","102.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",206.1832,179.872,96.784,51545.8,44968,24196,37.997,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::103.swc","251637","103.swc","ITs","R-IDD5","IDD5","curated_251637","R","R",206.6016,179.102,97.024,51650.4,44775.5,24256,1153.11099999996,4,3,0,1,0,"R","IDD5",0,0,0,0,0.362224581895407,0
"251637::104.swc","251637","104.swc","ITs","R-IDD5","IDD5","curated_251637","R","R",205.8384,178.3488,97.528,51459.6,44587.2,24382,3539.34899999974,15,14,0,1,0,"R","IDD5",0,0,0.0785873997106405,0,0.309632561309531,0.456380854447407
"251637::105.swc","251637","105.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.4096,181.694,98.67,52102.4,45423.5,24667.5,780.294999999992,5,4,0,1,0,"R","IDD5",0,0,0,0,0,0.477567584185608
"251637::106.swc","251637","106.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",207.9772,181.2208,97.1248,51994.3,45305.2,24281.2,567.303999999987,3,2,0,1,0,"R","IDD5",0,0,0,0,0,0.369937562255533
"251637::107.swc","251637","107.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.4868,180.778,97.5632,52121.7,45194.5,24390.8,158.16,4,3,0,1,0,"R","IDD5",0,0,0,0,0,0.363561967690116
"251637::108.swc","251637","108.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.5392,179.8288,97.8568,52134.8,44957.2,24464.2,411.167999999996,3,2,0,1,0,"R","IDD5",0,0,0,0,0,0.274387930782923
"251637::109.swc","251637","109.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.8848,179.47,97.6368,52221.2,44867.5,24409.2,990.02299999998,6,5,0,1,0,"R","IDD5",0.421727184481993,0,0,0,0,0.25558974021487
"251637::110.swc","251637","110.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.286,179.1632,97.846,52071.5,44790.8,24461.5,60.6169999999999,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::111.swc","251637","111.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",209.2888,179.288,97.4112,52322.2,44822,24352.8,540.042999999988,3,2,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::112.swc","251637","112.swc","ITi","L-IDM","IDM","curated_251637","R","R",211.5384,178.426,95.54,52884.6,44606.5,23885,237.661999999998,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::113.swc","251637","113.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",209.9568,180.296,97.32,52489.2,45074,24330,16.482,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::114.swc","251637","114.swc","ITi","L-IDD5","IDD5","curated_251637","R","R",209.5244,185.2728,97.744,52381.1,46318.2,24436,446.951999999995,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::116.swc","251637","116.swc","ITi","R-IDM","IDM","curated_251637","R","R",211.4276,186.0032,95.218,52856.9,46500.8,23804.5,441.787999999991,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::117.swc","251637","117.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.164,184.918,95.16,52291,46229.5,23790,1319.92799999998,11,10,0,1,0,"R","IDM",0,0,0.324661450496539,0,0,0.226888353897081
"251637::118.swc","251637","118.swc","ITi","R-IDM","IDM","curated_251637","R","R",208.2656,184.582,95.0632,52066.4,46145.5,23765.8,524.756999999994,5,4,0,1,0,"R","IDM",0,0,0.336763717226043,0,0,0
"251637::119.swc","251637","119.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.2676,184.1112,94.6088,52316.9,46027.8,23652.2,257.205999999998,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::120.swc","251637","120.swc","ITi","R-IDM","IDM","curated_251637","R","R",210.3352,185.5872,93.9328,52583.8,46396.8,23483.2,67.155,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::121.swc","251637","121.swc","ITi","R-IDM","IDM","curated_251637","R","R",211.0116,185.988,92.956,52752.9,46497,23239,100.198000000001,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::122.swc","251637","122.swc","ITs","R-IDM","IDM","curated_251637","R","R",210.076,182.312,94.8888,52519,45578,23722.2,1446.42099999997,19,18,0,1,0,"R","IDM",0,0,0.23003786760781,0,0.321453915184094,0.288509724376566
"251637::123.swc","251637","123.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.3956,182.5912,94.278,52348.9,45647.8,23569.5,1052.90699999998,7,6,0,1,0,"R","IDM",0,0,0.393901669537339,0,0.125633111069425,0
"251637::124.swc","251637","124.swc","ITs","R-IDM","IDM","curated_251637","R","R",209.0656,182.362,93.58,52266.4,45590.5,23395,1555.62199999997,3,2,0,1,0,"R","IDM",0,0,0,0,0.400197017692961,0
"251637::125.swc","251637","125.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.2252,181.5008,94.018,52306.3,45375.2,23504.5,933.629999999984,3,2,0,1,0,"R","IDM",0,0,0,0,0,0.154212717094876
"251637::126.swc","251637","126.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.9764,180.49,94.3408,52494.1,45122.5,23585.2,967.232999999982,9,8,0,1,0,"R","IDM",0,0,0.390180511016862,0,0.121250129305886,0.128219716561498
"251637::127.swc","251637","127.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.0848,183.3368,97.364,52021.2,45834.2,24341,326.204999999997,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::128.swc","251637","128.swc","ITs","R-IDD5","IDD5","curated_251637","R","R",206.9324,183.594,97.486,51733.1,45898.5,24371.5,990.891999999982,8,7,0,1,0,"R","IDD5",0,0,0,0,0.597830362816595,0
"251637::129.swc","251637","129.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",208.1848,184.6392,96.9112,52046.2,46159.8,24227.8,287.440999999999,3,2,0,1,0,"R","IDD5",0,0,0,0,0,0.466772422208664
"251637::130.swc","251637","130.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",207.7908,185.1112,98.0648,51947.7,46277.8,24516.2,83.9910000000007,2,1,0,1,0,"R","IDD5",0,0,0,0,0,0
"251637::131.swc","251637","131.swc","ITs","R-IDD5","IDD5","curated_251637","R","R",206.4272,184.5312,96.1832,51606.8,46132.8,24045.8,1385.62399999994,5,4,0,1,0,"R","IDD5",0,0,0,0,0.46422935297212,0.0586204629142556
"251637::132.swc","251637","132.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",206.0072,184.348,95.9,51501.8,46087,23975,37.6589999999999,1,1,0,0,0,"R","IDD5",0,0,0,0,0,0
"251637::133.swc","251637","133.swc","ITi","R-IDM","IDM","curated_251637","R","R",205.254,184.222,94.7632,51313.5,46055.5,23690.8,287.307999999996,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::134.swc","251637","134.swc","PT","R-IDM","IDM","curated_251637","R","R",206.4684,183.4688,95.262,51617.1,45867.2,23815.5,700.986999999987,10,9,0,1,0,"R","IDM",0.132230716353865,0,0.134178348990772,0,0.318036952944362,0.144572666486137
"251637::135.swc","251637","135.swc","ITi","R-IDM","IDM","curated_251637","R","R",203.9184,182.542,95.8128,50979.6,45635.5,23953.2,836.169999999983,5,4,0,1,0,"R","IDM",0,0,0,0,0.384852512275261,0.0916491305792447
"251637::136.swc","251637","136.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",203.2028,183.202,96.2728,50800.7,45800.5,24068.2,235.471999999998,3,2,0,1,0,"R","IDD5",0,0,0,0,0.265636099178027,0
"251637::137.swc","251637","137.swc","ITi","R-IDM","IDM","curated_251637","R","R",204.3936,180.018,93.9632,51098.4,45004.5,23490.8,48.2280000000001,1,1,0,0,0,"R","IDM",0,0,0,0,0,0
"251637::138.swc","251637","138.swc","ITi","R-IDM","IDM","curated_251637","R","R",206.1056,179.3368,94.206,51526.4,44834.2,23551.5,47.987,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::139.swc","251637","139.swc","ITi","R-IDM","IDM","curated_251637","R","R",205.4912,179.1952,95.5248,51372.8,44798.8,23881.2,387.636999999992,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::140.swc","251637","140.swc","ITi","R-IDM","IDM","curated_251637","R","R",204.3328,179.116,95.9672,51083.2,44779,23991.8,163.574000000001,3,2,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::141.swc","251637","141.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",205.862,181.4848,99.1752,51465.5,45371.2,24793.8,1035.87599999999,13,12,0,1,0,"R","IDD5",0,0.213501195794414,0,0,0,0.587392265691981
"251637::142.swc","251637","142.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",206.3848,183.1048,98.406,51596.2,45776.2,24601.5,22.427,1,1,0,0,0,"R","IDD5",0,0,0,0,0,0
"251637::143.swc","251637","143.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",207.0116,184.468,99.1872,51752.9,46117,24796.8,1444.09899999995,10,9,0,1,0,"R","IDD5",0,0,0,0,0,0.749520454783245
"251637::144.swc","251637","144.swc","CT","R-IDD5","IDD5","curated_251637","R","R",204.6492,184.8968,98.204,51162.3,46224.2,24551,416.868999999993,3,2,0,1,0,"R","IDD5",0,0,0,0,0,0.34812615139267
"251637::145.swc","251637","145.swc","ITi","R-IDD5","IDD5","curated_251637","R","R",206.828,184.13,98.104,51707,46032.5,24526,63.795,1,1,0,0,0,"R","IDD5",0,0,0,0,0,0
"251637::146.swc","251637","146.swc","ITi","R-IDM","IDM","curated_251637","R","R",211.8776,181.772,93.3952,52969.4,45443,23348.8,140.226000000002,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::147.swc","251637","147.swc","ITi","R-IDM","IDM","curated_251637","R","R",212.0136,182.4168,92.7008,53003.4,45604.2,23175.2,81.6160000000005,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::148.swc","251637","148.swc","ITi","R-IDM","IDM","curated_251637","R","R",211.3808,182.2488,92.238,52845.2,45562.2,23059.5,317.899999999995,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::149.swc","251637","149.swc","ITi","R-IDM","IDM","curated_251637","R","R",208.5332,180.852,92.326,52133.3,45213,23081.5,246.984999999998,3,2,0,1,0,"R","IDM",0,0,0,0,0.431001076426265,0
"251637::150.swc","251637","150.swc","ITi","R-IDM","IDM","curated_251637","R","R",208.372,180.8592,92.3,52093,45214.8,23075,94.1400000000011,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::151.swc","251637","151.swc","ITi","R-IDM","IDM","curated_251637","R","R",208.018,179.6528,93.264,52004.5,44913.2,23316,381.288999999991,1,1,0,0,0,"R","IDM",0,0,0,0,0,0
"251637::152.swc","251637","152.swc","ITs","R-IDM","IDM","curated_251637","R","R",207.2768,181.8832,93.1,51819.2,45470.8,23275,144.795000000001,2,2,0,0,0,"R","IDM",0,0,0,0,0.51293138837954,0
"251637::153.swc","251637","153.swc","ITi","R-IDM","IDM","curated_251637","R","R",207.3596,182.8872,92.484,51839.9,45721.8,23121,96.5340000000009,1,1,0,0,0,"R","IDM",0,0,0,0,0,0
"251637::154.swc","251637","154.swc","ITi","R-IDM","IDM","curated_251637","R","R",206.7864,181.0968,94.076,51696.6,45274.2,23519,290.613999999996,5,4,0,1,0,"R","IDM",0,0,0,0,0,0.517903431307939
"251637::155.swc","251637","155.swc","ITi","R-IDM","IDM","curated_251637","R","R",208.4984,181.3872,94.8648,52124.6,45346.8,23716.2,20.716,1,1,0,0,0,"R","IDM",0,0,0,0,0,0
"251637::156.swc","251637","156.swc","ITi","R-IDM","IDM","curated_251637","R","R",209.2352,181.034,94.846,52308.8,45258.5,23711.5,44.743,2,1,0,1,0,"R","IDM",0,0,0,0,0,0
"251637::157.swc","251637","157.swc","PT","R-IDM","IDM","curated_251637","R","R",207.1588,176.626,95.386,51789.7,44156.5,23846.5,764.793999999989,6,5,0,1,0,"R","IDM",0.526400189055062,0,0,0,0,0.0366631781506364
"251637::158.swc","251637","158.swc","ITi","R-IDM","IDM","curated_251637","R","R",207.6988,181.826,95.33,51924.7,45456.5,23832.5,31.212,1,1,0,0,0,"R","IDM",0,0,0,0,0,0
"251637::392.swc","251637","392.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",52.174,171.5592,106.0664,13043.5,42889.8,26516.6,746.525999999989,5,4,0,1,0,"L","IDD5",0,0,0,0,0.39894099599162,0.170710786335219
"251637::393.swc","251637","393.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.454,170.882,102.7544,12863.5,42720.5,25688.6,796.867999999986,10,9,0,1,0,"L","IDD5",0,0.228483754112708,0.292093631257685,0,0.200578271610409,0
"251637::394.swc","251637","394.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.8568,171.054,103.156,12964.2,42763.5,25789,87.3810000000009,3,2,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::395.swc","251637","395.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",52.634,172.3152,104.0916,13158.5,43078.8,26022.9,159.698000000002,3,2,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::396.swc","251637","396.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.5472,170.44,101.6064,12886.8,42610,25401.6,598.880999999988,3,2,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::397.swc","251637","397.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",50.5848,170.526,102.238,12646.2,42631.5,25559.5,61.2009999999999,2,1,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::398.swc","251637","398.swc","CT","L-IDD5","IDD5","curated_251637","L","L",52.302,170.224,100.6656,13075.5,42556,25166.4,441.07399999999,5,4,0,1,0,"L","IDD5",0,0,0,0,0.0614966873031389,0.441772564353209
"251637::399.swc","251637","399.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",52.606,171.226,100.4492,13151.5,42806.5,25112.3,2289.80099999993,11,10,0,1,0,"L","IDD5",0,0,0.207216442007073,0,0.495382092153144,0
"251637::400.swc","251637","400.swc","CT","L-IDD5","IDD5","curated_251637","L","L",53.9312,172.178,101.3044,13482.8,43044.5,25326.1,2354.38799999988,17,16,0,1,0,"L","IDD5",0,0.0274465099964925,0.0738462694793807,0.0483101167510147,0.270324948639575,0.398644585859598
"251637::401.swc","251637","401.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",53.6272,173.0272,101.5648,13406.8,43256.8,25391.2,487.874999999994,7,6,0,1,0,"L","IDD5",0,0,0,0,0.421851353623676,0.297110587971526
"251637::402.swc","251637","402.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",53.908,173.1072,101.4776,13477,43276.8,25369.4,714.287999999989,11,10,0,1,0,"L","IDD5",0,0,0,0,0.263179027767864,0.553126561496181
"251637::403.swc","251637","403.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",54.1952,173.23,102.15,13548.8,43307.5,25537.5,2136.74699999994,11,10,0,1,0,"L","IDD5",0,0.428765925555833,0,0,0.0964713964526605,0.315781913564826
"251637::404.swc","251637","404.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",54.3392,173.554,101.6164,13584.8,43388.5,25404.1,78.2200000000007,4,3,0,1,0,"L","IDD5",0,0,0,0,0.114876781543448,0
"251637::405.swc","251637","405.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",54.4752,171.772,103.2928,13618.8,42943,25823.2,931.726999999976,13,12,0,1,0,"L","IDD5",0,0.207415335352059,0.0884758623090042,0,0.421678674602346,0.0753628484911768
"251637::406.swc","251637","406.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",54.034,171.3608,103.0636,13508.5,42840.2,25765.9,267.185999999997,1,1,0,0,0,"L","IDD5",0,0,0,0,0,0
"251637::407.swc","251637","407.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",54.9432,170.5688,103.53,13735.8,42642.2,25882.5,188.543999999999,2,1,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::408.swc","251637","408.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",54.6288,171.9712,102.6524,13657.2,42992.8,25663.1,23.874,1,1,0,0,0,"L","IDD5",0,0,0,0,0,0
"251637::409.swc","251637","409.swc","ITs","L-IDD5","IDD5","curated_251637","L","L",55.038,173.376,104.5616,13759.5,43344,26140.4,264.410999999998,5,4,0,1,0,"L","IDD5",0,0,0,0,0.539579806830628,0.119287065617843
"251637::410.swc","251637","410.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",53.722,173.088,104.3064,13430.5,43272,26076.6,52.9649999999998,2,2,0,0,0,"L","IDD5",0,0,0,0,0,0.130993150684932
"251637::411.swc","251637","411.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.8792,170.724,105.126,12969.8,42681,26281.5,124.657000000002,2,1,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::412.swc","251637","412.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",52.3512,170.552,103.7636,13087.8,42638,25940.9,61.7209999999999,2,1,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::413.swc","251637","413.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",53.9152,171.866,99.808,13478.8,42966.5,24952,68.2020000000002,1,1,0,0,0,"L","IDD5",0,0,0,0,0,0
"251637::414.swc","251637","414.swc","PT","L-IDD5","IDD5","curated_251637","L","L",51.444,173.268,98.9048,12861,43317,24726.2,1299.68199999997,21,20,0,1,0,"L","IDD5",0.348438726887457,0,0.102991319687208,0,0.28473469651174,0.127343523109854
"251637::415.swc","251637","415.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.69,173.7648,98.514,12922.5,43441.2,24628.5,2693.17399999985,9,8,0,1,0,"L","IDD5",0,0.149945316161864,0.0874346211935213,0,0.151663951074705,0.397413863654964
"251637::416.swc","251637","416.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",52.484,173.9288,98.1168,13121,43482.2,24529.2,288.423999999995,4,3,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::417.swc","251637","417.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",51.4168,173.696,97.2288,12854.2,43424,24307.2,1018.56399999998,7,6,0,1,0,"L","IDD5",0,0,0.255553339482935,0,0.178417391737927,0.230485403006657
"251637::418.swc","251637","418.swc","CT","L-IDD5","IDD5","curated_251637","L","L",52.9032,173.4008,96.5952,13225.8,43350.2,24148.8,445.715999999994,7,6,0,1,0,"L","IDD5",0.223040935672515,0,0,0.0541081871345029,0.146301169590643,0.255292397660819
"251637::419.swc","251637","419.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",52.8808,173.8992,96.2888,13220.2,43474.8,24072.2,354.013999999994,5,4,0,1,0,"L","IDD5",0,0,0,0,0.298045460494743,0.211661794860608
"251637::420.swc","251637","420.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",52.886,171.9312,99.0448,13221.5,42982.8,24761.2,164.039000000001,4,3,0,1,0,"L","IDD5",0,0,0,0,0.46197166744078,0
"251637::421.swc","251637","421.swc","CT","L-IDD5","IDD5","curated_251637","L","L",54.016,171.47,98.752,13504,42867.5,24688,203.586999999999,4,3,0,1,0,"L","IDD5",0.379494504129665,0,0,0,0,0
"251637::422.swc","251637","422.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",53.796,171.0112,97.3048,13449,42752.8,24326.2,1085.80399999998,9,8,0,1,0,"L","IDD5",0,0,0.101535791575624,0,0.62741633647322,0
"251637::423.swc","251637","423.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",53.9352,171.564,97.4352,13483.8,42891,24358.8,543.995999999987,6,5,0,1,0,"L","IDD5",0,0,0,0,0.206935932699577,0.445431002589715
"251637::424.swc","251637","424.swc","CT","L-IDM","IDM","curated_251637","L","L",50.91,171.0688,93.588,12727.5,42767.2,23397,479.27099999999,3,3,0,0,0,"L","IDM",0.382464961819171,0,0,0,0.157789076718137,0
"251637::425.swc","251637","425.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.5472,171.8832,93.7552,12886.8,42970.8,23438.8,242.481999999999,5,4,0,1,0,"L","IDM",0,0,0,0,0.24806955933064,0.293448137256976
"251637::426.swc","251637","426.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.11,170.6888,94.264,13027.5,42672.2,23566,84.4530000000008,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::427.swc","251637","427.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.4072,170.826,94.802,12851.8,42706.5,23700.5,48.0489999999999,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::428.swc","251637","428.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.334,171.1808,95.4472,12833.5,42795.2,23861.8,285.786999999997,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::429.swc","251637","429.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.034,171.126,95.646,12758.5,42781.5,23911.5,40.7849999999999,1,1,0,0,0,"L","IDM",0,0,0,0,0,0
"251637::430.swc","251637","430.swc","ITs","L-IDM","IDM","curated_251637","L","L",49.522,173.104,96.8208,12380.5,43276,24205.2,1305.67399999999,6,5,0,1,0,"L","IDM",0,0,0,0,0.123641954714901,0.446251142281081
"251637::431.swc","251637","431.swc","ITs","L-IDM","IDM","curated_251637","L","L",49.0792,171.88,95.9032,12269.8,42970,23975.8,897.231999999979,5,4,0,1,0,"L","IDM",0,0,0,0,0.484293649718389,0
"251637::432.swc","251637","432.swc","PT","L-IDM","IDM","curated_251637","L","L",51.034,172.07,92.8248,12758.5,43017.5,23206.2,446.839999999993,11,10,0,1,0,"L","IDM",0.140933009512244,0,0,0.127018822100789,0.0872495446265938,0.420441206233556
"251637::433.swc","251637","433.swc","ITs","L-IDM","IDM","curated_251637","L","L",50.81,173.2648,92.3408,12702.5,43316.2,23085.2,1116.50699999997,11,10,0,1,0,"L","IDM",0,0,0,0,0.530780636896416,0.19130092700001
"251637::434.swc","251637","434.swc","CT","L-IDM","IDM","curated_251637","L","L",51.1632,173.0568,91.3552,12790.8,43264.2,22838.8,406.300999999992,8,7,0,1,0,"L","IDM",0.169661512745508,0,0,0.360598313709103,0,0.274956367837565
"251637::435.swc","251637","435.swc","ITi","L-IDM","IDM","curated_251637","L","L",50.1008,174.0688,92.0552,12525.2,43517.2,23013.8,32.951,1,1,0,0,0,"L","IDM",0,0,0,0,0,0
"251637::436.swc","251637","436.swc","ITi","L-IDM","IDM","curated_251637","L","L",49.5552,173.468,91.2488,12388.8,43367,22812.2,2140.97899999992,3,2,0,1,0,"L","IDM",0,0.490578535445973,0,0,0,0
"251637::437.swc","251637","437.swc","ITs","L-IDM","IDM","curated_251637","L","L",50.148,175.0128,90.9912,12537,43753.2,22747.8,4104.92799999963,21,20,0,1,0,"L","IDM",0,0.0931001549334635,0.252121315024301,0,0.330305409936965,0.204597066876074
"251637::438.swc","251637","438.swc","CT","L-IDM","IDM","curated_251637","L","L",52.82,172.5768,90.4808,13205,43144.2,22620.2,279.581999999996,5,4,0,1,0,"L","IDM",0,0,0,0.00573813249869588,0.369050906747676,0
