"NeuronUID","SampleID","NeuronID","Neuron_Type","Soma_Region_Auto","Soma_Region_Refined","Soma_Region_Source","Soma_Side","Soma_Side_Inferred","Soma_NII_X","Soma_NII_Y","Soma_NII_Z","Soma_Phys_X","Soma_Phys_Y","Soma_Phys_Z","Total_Length","Terminal_Count","N_Ipsilateral","N_Contralateral","N_Laterality_Unknown","Laterality_Index","Soma_Side_Final","Soma_Region_Final","gou_auto","gou_cog","gou_emo","gou_memory","gou_motor","gou_sens"
"251637::439.swc","251637","439.swc","ITi","L-IDM","IDM","curated_251637","L","L",53.2568,172.8072,89.9952,13314.2,43201.8,22498.8,535.886999999995,5,4,0,1,0,"L","IDM",0,0,0,0,0,0.495302320265173
"251637::440.swc","251637","440.swc","ITi","L-IDM","IDM","curated_251637","L","L",55.124,172.488,90.1072,13781,43122,22526.8,825.013999999992,4,3,0,1,0,"L","IDM",0,0,0,0,0.38133553247448,0
"251637::441.swc","251637","441.swc","ITi","L-IDV","IDV","curated_251637","L","L",52.0248,173.9408,89.3688,13006.2,43485.2,22342.2,218.458999999998,2,1,0,1,0,"L","IDV",0,0,0,0,0,0
"251637::442.swc","251637","442.swc","ITs","L-IDV","IDV","curated_251637","L","L",52.264,173.518,87.202,13066,43379.5,21800.5,2243.7269999999,10,9,0,1,0,"L","IDV",0.324745560322684,0,0.264027158745366,0,0.212549117618472,0
"251637::443.swc","251637","443.swc","ITi","L-IDV","IDV","curated_251637","L","L",53.1512,171.212,88.46,13287.8,42803,22115,928.31699999998,6,5,0,1,0,"L","IDV",0,0,0.450995955701705,0,0,0.21003893109574
"251637::444.swc","251637","444.swc","ITi","L-IDM","IDM","curated_251637","L","L",53.548,171.5368,89.2488,13387,42884.2,22312.2,224.218,4,3,0,1,0,"L","IDM",0,0,0,0,0,0.531026048148307
"251637::445.swc","251637","445.swc","ITs","L-IDM","IDM","curated_251637","L","L",51.0808,169.778,89.2752,12770.2,42444.5,22318.8,476.922999999994,5,4,0,1,0,"L","IDM",0,0,0,0.174564796905222,0.329746937459703,0
"251637::446.swc","251637","446.swc","ITi","L-IDM","IDM","curated_251637","L","L",50.3632,169.8048,89.8352,12590.8,42451.2,22458.8,461.989999999993,3,2,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::447.swc","251637","447.swc","ITs","L-IDM","IDM","curated_251637","L","L",50.382,172.1768,90.1912,12595.5,43044.2,22547.8,460.594999999992,3,3,0,0,0,"L","IDM",0,0,0,0,0.442403232573031,0
"251637::448.swc","251637","448.swc","ITc","L-IDM","IDM","curated_251637","L","L",48.858,172.7768,90.308,12214.5,43194.2,22577,317.796999999997,3,1,1,1,0.2892,"L","IDM",0,0,0,0,0,0
"251637::449.swc","251637","449.swc","ITi","L-IDM","IDM","curated_251637","L","L",49.164,171.3688,91.3032,12291,42842.2,22825.8,27.6119999999999,1,1,0,0,0,"L","IDM",0,0,0,0,0,0
"251637::450.swc","251637","450.swc","ITs","L-IDM","IDM","curated_251637","L","L",49.488,172.6608,91.3432,12372,43165.2,22835.8,157.615000000001,2,2,0,0,0,"L","IDM",0,0,0,0,0.380736724605326,0
"251637::451.swc","251637","451.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.602,173.452,91.296,12900.5,43363,22824,25.556,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::452.swc","251637","452.swc","ITi","L-IDM","IDM","curated_251637","L","L",50.234,174.5272,93.654,12558.5,43631.8,23413.5,960.83599999998,7,6,0,1,0,"L","IDM",0,0.283195970695971,0.224021592442645,0,0.173836032388664,0
"251637::453.swc","251637","453.swc","ITi","L-IDM","IDM","curated_251637","L","L",48.566,172.8328,94.474,12141.5,43208.2,23618.5,120.877000000002,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::454.swc","251637","454.swc","ITi","L-IDM","IDM","curated_251637","L","L",49.928,170.464,93.904,12482,42616,23476,481.124999999992,5,4,0,1,0,"L","IDM",0,0,0,0,0,0.683874331899361
"251637::455.swc","251637","455.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.052,169.934,91.8832,12763,42483.5,22970.8,67.4620000000003,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::456.swc","251637","456.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.1032,170.114,92.104,12775.8,42528.5,23026,148.380000000001,1,1,0,0,0,"L","IDM",0,0,0,0,0,0
"251637::457.swc","251637","457.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.73,171.028,93.5568,13182.5,42757,23389.2,892.169999999982,7,6,0,1,0,"L","IDM",0,0,0,0,0.173108145566863,0.589316120856928
"251637::458.swc","251637","458.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.972,173.736,94.362,13243,43434,23590.5,25.565,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::459.swc","251637","459.swc","ITi","L-IDM","IDM","curated_251637","L","L",53.5,173.158,91.086,13375,43289.5,22771.5,220.572999999999,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::460.swc","251637","460.swc","ITi","L-IDM","IDM","curated_251637","L","L",53.6232,171.17,92.4928,13405.8,42792.5,23123.2,102.353000000001,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::461.swc","251637","461.swc","ITi","L-IDM","IDM","curated_251637","L","L",53.9608,170.27,92.766,13490.2,42567.5,23191.5,239.668999999998,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::462.swc","251637","462.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.9728,171.472,91.872,13243.2,42868,22968,30.0679999999999,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::463.swc","251637","463.swc","CT","L-IDM","IDM","curated_251637","L","L",51.7928,171.146,91.864,12948.2,42786.5,22966,219.951000000001,5,5,0,0,0,"L","IDM",0,0,0,0.373810856183548,0,0.317040696215966
"251637::464.swc","251637","464.swc","ITi","L-IDM","IDM","curated_251637","L","L",50.9728,173.256,92.0592,12743.2,43314,23014.8,75.7240000000003,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::465.swc","251637","465.swc","ITs","L-IDM","IDM","curated_251637","L","L",51.0608,168.864,94.5312,12765.2,42216,23632.8,342.207999999993,5,4,0,1,0,"L","IDM",0,0,0,0,0.17658826254501,0.416517509317947
"251637::466.swc","251637","466.swc","ITi","L-IDM","IDM","curated_251637","L","L",51.766,168.9352,96.368,12941.5,42233.8,24092,83.3940000000006,4,3,0,1,0,"L","IDM",0,0,0,0,0.189168435792041,0
"251637::467.swc","251637","467.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.5072,168.4768,97.3512,13126.8,42119.2,24337.8,135.474000000002,3,2,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::468.swc","251637","468.swc","ITi","L-IDD5","IDD5","curated_251637","L","L",53.468,169.354,97.0368,13367,42338.5,24259.2,83.0220000000009,3,2,0,1,0,"L","IDD5",0,0,0,0,0,0
"251637::469.swc","251637","469.swc","ITi","L-IDM","IDM","curated_251637","L","L",54.5568,170.696,96.57,13639.2,42674,24142.5,218.393999999999,3,2,0,1,0,"L","IDM",0,0,0,0,0.175253534680583,0
"251637::470.swc","251637","470.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.704,171.832,96.1728,13176,42958,24043.2,36.087,2,1,0,1,0,"L","IDM",0,0,0,0,0,0
"251637::471.swc","251637","471.swc","ITi","L-IDM","IDM","curated_251637","L","L",52.6312,171.0672,97.782,13157.8,42766.8,24445.5,106.838000000002,2,2,0,0,0,"L","IDM",0,0,0,0,0,0
"251637::472.swc","251637","472.swc","ITs","L-IAL","IAL","curated_251637","L","L",77.4928,211.3912,76.536,19373.2,52847.8,19134,1977.3969999999,23,22,0,1,0,"L","IAL",0,0,0.488704695978183,0.0471461077641452,0.289906215946112,0.0671055677577085
"251637::473.swc","251637","473.swc","CT","L-IAL","IAL","curated_251637","L","L",78.208,210.4168,75.1672,19552,52604.2,18791.8,524.963999999996,3,3,0,0,0,"L","IAL",0,0,0.511087970084964,0.488912029915036,0,0
"251637::474.swc","251637","474.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",81.02,210.1168,73.7592,20255,52529.2,18439.8,1112.92699999996,10,9,0,1,0,"L","IAPM",0,0,0.435306498289924,0,0.458734543541173,0.105958958168903
"251637::475.swc","251637","475.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",80.4,211.9072,77.3888,20100,52976.8,19347.2,3140.36499999974,27,26,0,1,0,"L","IAPM",0.11732786058403,0,0.292550046089361,0,0.223168165295581,0.289532497347688
"251637::476.swc","251637","476.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",79.5368,210.6632,77.8928,19884.2,52665.8,19473.2,1969.56599999989,19,18,0,1,0,"L","IAPM",0,0.122474543622405,0.410386313404335,0.0570144916240306,0.0843553927436102,0.215860060906019
"251637::477.swc","251637","477.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",78.73,211.118,80.324,19682.5,52779.5,20081,921.81399999998,16,15,0,1,0,"L","IAPM",0,0.0731053369519764,0.509736719115127,0,0.417157943932897,0
"251637::478.swc","251637","478.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",81.8072,212.0196,82.5328,20451.8,53004.9,20633.2,2295.79199999981,21,20,0,1,0,"L","IAPM",0,0,0.41793466908752,0,0.372779322053869,0.0910658718554343
"251637::479.swc","251637","479.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",82.224,213.6916,82.0888,20556,53422.9,20522.2,340.740999999994,5,4,0,1,0,"L","IAPM",0,0,0.719726648796725,0,0.280273351203276,0
"251637::480.swc","251637","480.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",81.794,213.7356,81.546,20448.5,53433.9,20386.5,178.653,4,3,0,1,0,"L","IAPM",0,0,0.734390466009423,0,0.265609533990577,0
"251637::481.swc","251637","481.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",81.6768,214.7564,82.3552,20419.2,53689.1,20588.8,1088.88799999997,9,8,0,1,0,"L","IAPM",0.221965668195543,0,0.741195030978028,0,0.036839300826429,0
"251637::482.swc","251637","482.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",79.6688,213.5468,79.5888,19917.2,53386.7,19897.2,662.631999999994,13,12,0,1,0,"L","IAPM",0,0,0.357506918496846,0,0.435348161124104,0.0530837394358979
"251637::483.swc","251637","483.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",78.4488,213.5636,80.2608,19612.2,53390.9,20065.2,622.020999999989,12,11,0,1,0,"L","IAPM",0,0,0.481102624404254,0,0.183666673604029,0.335230701991717
"251637::484.swc","251637","484.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",77.346,213.0968,79.248,19336.5,53274.2,19812,104.745000000001,4,3,0,1,0,"L","IAPM",0,0,0.847509511523156,0,0.152490488476844,0
"251637::485.swc","251637","485.swc","ITi","L-IAL","IAL","curated_251637","L","L",76.9448,212.2664,79.2632,19236.2,53066.6,19815.8,46.7100000000001,2,2,0,0,0,"L","IAL",0,0,1,0,0,0
"251637::486.swc","251637","486.swc","ITi","L-IAL","IAL","curated_251637","L","L",76.262,211.8712,79.818,19065.5,52967.8,19954.5,57.4419999999999,3,2,0,1,0,"L","IAL",0,0,1,0,0,0
"251637::487.swc","251637","487.swc","ITi","L-IAL","IAL","curated_251637","L","L",78.42,211.8992,79.5752,19605,52974.8,19893.8,30.392,2,2,0,0,0,"L","IAL",0,0,1,0,0,0
"251637::488.swc","251637","488.swc","ITi","L-IAL","IAL","curated_251637","L","L",77.9808,211.3288,79.2272,19495.2,52832.2,19806.8,53.827,2,2,0,0,0,"L","IAL",0,0,1,0,0,0
"251637::489.swc","251637","489.swc","PT","L-IAL","IAL","curated_251637","L","L",74.7048,211.884,78.3392,18676.2,52971,19584.8,346.293999999998,6,5,0,1,0,"L","IAL",0.151792291797682,0,0.366418111580271,0,0.317994789327105,0.163794807294942
"251637::490.swc","251637","490.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",82.2552,212.5584,78.572,20563.8,53139.6,19643,2619.33699999978,28,27,0,1,0,"L","IAPM",0,0,0.312392878542266,0,0.320121880414133,0.367485241043601
"251637::491.swc","251637","491.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",81.4928,212.4096,78.0832,20373.2,53102.4,19520.8,437.197999999992,11,10,0,1,0,"L","IAPM",0,0,0.303349868020046,0,0.398808992489257,0.297841139490698
"251637::492.swc","251637","492.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",81.354,211.998,79.5872,20338.5,52999.5,19896.8,413.673999999993,6,5,0,1,0,"L","IAPM",0,0,0.754256958395912,0,0.245743041604088,0
"251637::493.swc","251637","493.swc","ITs","L-IAPM","IAPM","curated_251637","L","L",80.426,210.7472,80.6248,20106.5,52686.8,20156.2,793.375999999982,15,14,0,1,0,"L","IAPM",0,0,0.440086653152487,0,0.502640485118452,0.057272861729061
"251637::494.swc","251637","494.swc","ITi","L-IAPM","IAPM","curated_251637","L","L",80.8568,211.5472,78.5568,20214.2,52886.8,19639.2,87.9960000000008,5,4,0,1,0,"L","IAPM",0,0,1,0,0,0
"252383::018.swc","252383","018.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",185.9445,152.656,119.4958,46486.125,38164,29873.95,437.123999999996,5,4,0,1,0,"R","IG",0,0,0,0,0,0.604248066502661
"252383::019.swc","252383","019.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",186.0838,151.339,118.772,46520.95,37834.75,29693,169.469,2,2,0,0,0,"R","IG",0,0,0,0,0,0.124376350422314
"252383::091.swc","252383","091.swc","ITi","CL_Ig","IG","auto_atlas_insula","L","L",56.563,162.881,121.412,14140.75,40720.25,30353,385.155999999996,3,2,0,1,0,"L","IG",0,0,0,0,0,0.509231340167927
"252383::122.swc","252383","122.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",196.6678,164.712,122.4963,49166.95,41178,30624.075,174.277,3,2,0,1,0,"R","IG",0,0,0,0,0,0.569337183533678
"252383::125.swc","252383","125.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",197.183,167.47,121.3836,49295.75,41867.5,30345.9,430.301999999996,4,3,0,1,0,"R","IG",0,0,0,0,0.370325490592077,0.275690868087112
"252384::048.swc","252384","048.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",75.181,205.632,77.183,18795.25,51408,19295.75,467.91699999999,11,10,0,1,0,"L","IAL",0,0,0.338677170187733,0,0.346554810987774,0.314768018824492
"252384::049.swc","252384","049.swc","ITs","CL_Ial","IAL","auto_atlas_insula","L","L",75.132,205.908,76.908,18783,51477,19227,757.307999999987,11,10,0,1,0,"L","IAL",0,0,0.476853652843694,0,0.304031298974114,0.219115048182192
"252384::053.swc","252384","053.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",73.315,203.608,75.788,18328.75,50902,18947,335.814999999993,7,6,0,1,0,"L","IAL",0,0,0.292868146805618,0.363842319891255,0,0.343289533303126
"252384::077.swc","252384","077.swc","ITi","CR_Ial","IAL","auto_atlas_insula","R","R",183.3069,208.983,82.787,45826.725,52245.75,20696.75,165.837000000001,4,3,0,1,0,"R","IAL",0,0,1,0,0,0
"252384::079.swc","252384","079.swc","ITi","CR_Ial","IAL","auto_atlas_insula","R","R",184.9936,209.9,83.09,46248.4,52475,20772.5,107.842000000002,4,3,0,1,0,"R","IAL",0,0,1,0,0,0
"252385::025.swc","252385","025.swc","ITi","CL_Ia/Id","IA/ID","auto_atlas_insula","L","L",58.901,190.706,108.309,14725.25,47676.5,27077.25,361.995999999994,3,2,0,1,0,"L","IA/ID",0,0,0.505683605157928,0,0,0
"252385::026.swc","252385","026.swc","ITi","CL_Ia/Id","IA/ID","auto_atlas_insula","L","L",55.118,188.714,106.4801,13779.5,47178.5,26620.025,2644.41099999988,12,11,0,1,0,"L","IA/ID",0,0.184320178182637,0.275795190069822,0,0.245113741585125,0.118828048749969
"252385::027.swc","252385","027.swc","ITi","CL_Ia/Id","IA/ID","auto_atlas_insula","L","L",55.691,187.365,107.489,13922.75,46841.25,26872.25,2385.25799999989,19,18,0,1,0,"L","IA/ID",0,0.161972042506923,0.310385842239002,0,0.171355283629788,0.190776550307268
"252385::036.swc","252385","036.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",75.435,209.919,76.223,18858.75,52479.75,19055.75,2149.42799999992,12,11,0,1,0,"L","IAL",0,0,0.626505508152494,0,0,0.139400687314655
"252385::037.swc","252385","037.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",75.145,209.287,76.79,18786.25,52321.75,19197.5,281.154999999998,3,2,0,1,0,"L","IAL",0,0,1,0,0,0
"252385::038.swc","252385","038.swc","ITs","CL_Ial","IAL","auto_atlas_insula","L","L",74.168,206.676,76.814,18542,51669,19203.5,2539.20999999986,24,23,0,1,0,"L","IAL",0,0.058079296801945,0.218809612867028,0,0.225135590050496,0.40337104918646
"252385::039.swc","252385","039.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",75.378,205.484,76.949,18844.5,51371,19237.25,149.254000000001,6,5,0,1,0,"L","IAL",0,0,0.487931429881894,0,0.0759947253755303,0.436073844742575
"252385::040.swc","252385","040.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",74.196,206.506,74.077,18549,51626.5,18519.25,591.056999999996,6,5,0,1,0,"L","IAL",0,0,0.53832616347282,0,0.0380654412723243,0
"252385::041.swc","252385","041.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",74.498,207.459,73.165,18624.5,51864.75,18291.25,127.269000000002,4,3,0,1,0,"L","IAL",0,0,0.671760309622314,0,0.328239690377686,0
"252385::042.swc","252385","042.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",74.991,208.442,73.507,18747.75,52110.5,18376.75,40.9789999999999,1,1,0,0,0,"L","IAL",0,0,1,0,0,0
"252385::043.swc","252385","043.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",75.95,209.073,73.972,18987.5,52268.25,18493,96.4870000000008,2,1,0,1,0,"L","IAL",0,0,1,0,0,0
"252385::044.swc","252385","044.swc","ITi","CL_Ial","IAL","auto_atlas_insula","L","L",77.592,207.16,73.596,19398,51790,18399,143.739000000002,2,1,0,1,0,"L","IAL",0,0,1,0,0,0
"252385::045.swc","252385","045.swc","ITs","CL_Ial","IAL","auto_atlas_insula","L","L",78.439,208.53,74.573,19609.75,52132.5,18643.25,112.424000000001,6,5,0,1,0,"L","IAL",0,0,0.310679069767442,0,0.689320930232558,0
"252385::046.swc","252385","046.swc","ITs","CL_Ial","IAL","auto_atlas_insula","L","L",77.136,210.3,76.179,19284,52575,19044.75,2680.04299999983,22,21,0,1,0,"L","IAL",0.145349363703676,0,0.37611531639029,0,0.243507859817714,0.23502746008832
"252385::053.swc","252385","053.swc","ITs","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",196.201,219.0492,88.17,49050.25,54762.3,22042.5,378.117999999996,5,4,0,1,0,"R","IAL",0,0,0.430249466508035,0,0.2277680206976,0
"252385::054.swc","252385","054.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",196.6544,218.8489,88.35,49163.6,54712.225,22087.5,40.32,2,2,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::055.swc","252385","055.swc","ITs","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",196.1472,220.6792,89.273,49036.8,55169.8,22318.25,408.881999999993,6,5,0,1,0,"R","IAL",0,0.204871138982864,0.297343015100256,0,0.49778584591688,0
"252385::056.swc","252385","056.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",195.1431,218.7842,85.362,48785.775,54696.05,21340.5,140.902000000002,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::057.swc","252385","057.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",195.6642,219.9139,86.244,48916.05,54978.475,21561,45.3459999999998,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::058.swc","252385","058.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded","R","R",195.9962,217.1767,85.644,48999.05,54294.175,21411,47.6619999999999,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::059.swc","252385","059.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded","R","R",196.3642,217.278,85.381,49091.05,54319.5,21345.25,12.383,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::060.swc","252385","060.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded","R","R",196.5034,218.5447,81.847,49125.85,54636.175,20461.75,182.925,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::061.swc","252385","061.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",195.9945,218.1859,80.675,48998.625,54546.475,20168.75,122.991000000002,2,1,0,1,0,"R","IAL",0,0,1,0,0,0
"252385::062.swc","252385","062.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",196.4725,219.3808,82.632,49118.125,54845.2,20658,144.238000000001,3,2,0,1,0,"R","IAL",0,0,1,0,0,0
"252385::063.swc","252385","063.swc","ITi","CR_Ial","IAL","auto_atlas_insula","R","R",192.6292,211.459,80.24,48157.3,52864.75,20060,943.256999999988,10,9,0,1,0,"R","IAL",0,0,0.346470588235294,0,0.267708333333333,0.125649509803922
"252385::064.swc","252385","064.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict_distant","R","R",192.83,216.7038,78.348,48207.5,54175.95,19587,108.762000000002,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::065.swc","252385","065.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded_distant","R","R",195.023,219.9862,80.612,48755.75,54996.55,20153,139.484000000002,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::066.swc","252385","066.swc","ITi","CR_Ial","IAL","auto_atlas_insula","R","R",194.4202,212.3912,84.519,48605.05,53097.8,21129.75,218.783999999999,2,2,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::067.swc","252385","067.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict","R","R",192.331,216.6004,85.088,48082.75,54150.1,21272,286.595999999997,7,6,0,1,0,"R","IAL",0,0,0.411702108140836,0,0.121185989762031,0.252573252848467
"252385::068.swc","252385","068.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict","R","R",192.5548,216.725,86.502,48138.7,54181.25,21625.5,582.663999999987,4,3,0,1,0,"R","IAL",0,0,0.510480640854473,0,0,0
"252385::069.swc","252385","069.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict","R","R",194.7189,218.2082,87.289,48679.725,54552.05,21822.25,79.9030000000003,3,2,0,1,0,"R","IAL",0,0,1,0,0,0
"252385::070.swc","252385","070.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict","R","R",194.3171,218.5304,88.363,48579.275,54632.6,22090.75,107.454000000001,2,2,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::071.swc","252385","071.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_strict","R","R",193.2608,218.5809,82.937,48315.2,54645.225,20734.25,173.639,3,3,0,0,0,"R","IAL",0,0,0.645361589076643,0,0.354638410923357,0
"252385::072.swc","252385","072.swc","ITi","CR_PrCO","IAL","coord_inferred_from_251637_padded","R","R",193.5584,218.9249,83.371,48389.6,54731.225,20842.75,34.137,1,1,0,0,0,"R","IAL",0,0,1,0,0,0
"252385::073.swc","252385","073.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",189.7321,151.353,120.9629,47433.025,37838.25,30240.725,201.116,4,3,0,1,0,"R","IG",0,0,0,0,0,0.572533391204845
"252385::074.swc","252385","074.swc","ITi","CR_Ig","IG","auto_atlas_insula","R","R",189.0985,151.55,121.6838,47274.625,37887.5,30420.95,49.456,3,3,0,0,0,"R","IG",0,0,0,0,0,0.601169945641677
